,0
837,"33.951826000000004,-118.25543600000002"
838,"34.054078000000004,-118.237857"
839,"34.056121000000005,-118.24118500000002"
840,"34.024537,-118.23924"
841,"34.066984000000005,-117.45378799999999"
842,"34.151987,-118.13225"
843,"34.106571,-118.255781"
844,"34.321412,-118.496747"
845,"33.921702,-118.23456000000002"
846,"33.929828,-118.368531"
847,"34.321042,-118.496121"
848,"34.151008000000004,-118.67998999999999"
849,"34.064992,-118.000215"
850,"33.814203000000006,-118.17689299999999"
851,"33.995464,-118.14527199999999"
852,"33.922282,-118.10431899999999"
853,"34.004792,-118.17299399999999"
854,"34.208443,-118.47490900000001"
855,"34.274204,-118.376557"
856,"34.020193,-118.182975"
857,"33.957828000000006,-118.11183600000001"
858,"33.913239000000004,-118.14228500000002"
859,"34.256683,-118.43486599999999"
860,"33.925024,-118.32656100000001"
861,"34.146205,-118.08413700000001"
862,"33.913025,-118.12543799999999"
863,"34.071846,-118.090584"
864,"33.875331,-118.193156"
865,"34.122631,-118.47840500000001"
866,"34.076046999999996,-118.230928"
867,"33.846715,-118.198651"
868,"34.001675,-118.17404599999999"
869,"34.267222,-118.441902"
870,"33.876168,-118.192178"
871,"34.119281,-118.160423"
872,"33.949721999999994,-118.091853"
873,"34.244761,-118.42226299999999"
874,"34.149011,-118.05021299999999"
875,"34.164452000000004,-118.47303899999999"
876,"33.83935,-118.263543"
877,"34.082228,-117.69818899999999"
878,"34.151201,-118.28118"
879,"34.112978000000005,-118.177272"
880,"34.035712,-118.17014499999999"
881,"34.063764,-118.247552"
882,"33.968311,-117.84893100000001"
883,"34.071647999999996,-117.869897"
884,"34.056166,-118.255995"
885,"34.069181,-118.259482"
886,"34.146754,-118.37023400000001"
887,"34.071694,-117.871821"
888,"33.930862,-118.36925500000001"
889,"33.928892,-118.291574"
890,"34.497008,-118.21878500000001"
891,"34.492166999999995,-118.28368799999998"
892,"34.492092,-118.283428"
893,"34.157647,-118.45313200000001"
894,"34.205244,-118.40743"
895,"34.028298,-118.185309"
896,"33.856869,-118.284797"
897,"33.873611,-118.236099"
898,"34.017416,-118.14316399999998"
899,"34.072168,-118.092525"
900,"33.986627,-118.16987900000001"
901,"34.034017,-118.026972"
902,"34.034411999999996,-118.34433899999999"
903,"34.33478,-118.509226"
904,"33.925606,-118.321377"
905,"34.072628,-118.05840900000001"
906,"33.876358,-118.102593"
907,"34.039095,-118.36032800000001"
908,"34.235031,-118.290582"
909,"33.910927,-118.17233700000001"
910,"33.824288,-118.215507"
911,"34.143692,-118.18756100000002"
912,"34.105193,-118.75783100000001"
913,"33.970434999999995,-118.23385900000001"
914,"34.39335,-118.57451200000001"
915,"34.037133000000004,-118.300203"
916,"33.967222,-118.083234"
917,"34.135864,-118.263741"
918,"33.988566,-117.909672"
919,"33.927883,-118.271353"
920,"33.928872,-118.28936499999999"
921,"34.365014,-118.503469"
922,"34.029941,-118.44219"
923,"34.155251,-118.22404499999999"
924,"34.128658,-118.347027"
925,"34.110419,-118.33440700000001"
926,"34.137840000000004,-118.362804"
927,"34.197875,-118.185924"
928,"34.02342,-118.148974"
929,"34.207758,-118.200078"
930,"34.20742,-118.21735100000001"
931,"34.113194,-118.244128"
932,"34.377596000000004,-118.49346200000001"
933,"34.172231,-118.389232"
934,"34.157166,-118.379384"
935,"34.305716,-118.48175800000001"
936,"34.043785,-117.98768100000001"
937,"34.002967,-117.87161299999998"
938,"34.023174,-118.14468799999999"
939,"34.548217,-118.667648"
940,"34.149131,-118.46915600000001"
941,"33.989317,-118.24772800000001"
942,"34.038451,-118.274001"
943,"34.231557,-118.40430900000001"
944,"34.052699,-118.226207"
945,"34.122693,-118.47856200000001"
946,"34.029869,-118.392459"
947,"33.891063,-118.361306"
948,"33.949539,-118.300248"
949,"34.062239,-118.179046"
950,"33.92852,-118.23916399999999"
951,"33.994227,-117.90593500000001"
952,"34.032964,-118.43573799999999"
953,"33.863417,-118.322294"
954,"34.154179,-118.468226"
955,"33.814408,-118.176318"
956,"34.036538,-118.15687199999999"
957,"34.365484,-118.556352"
958,"34.109153000000006,-117.980903"
959,"34.031864,-118.18444099999999"
960,"34.148394,-118.372281"
961,"33.968144,-118.16765500000001"
962,"34.272247,-118.55627"
963,"34.320664,-118.495922"
964,"33.975586,-118.27828799999999"
965,"34.081610999999995,-117.719245"
966,"33.9724,-117.88970400000001"
967,"33.898281,-118.328654"
968,"34.120546999999995,-117.736325"
969,"34.493757,-118.620202"
970,"33.873616,-118.235956"
971,"34.308325,-118.429305"
972,"34.120858,-117.828915"
973,"34.040194,-118.017156"
974,"34.152692,-118.094458"
975,"34.042975,-118.217073"
976,"34.06597,-118.21619199999999"
977,"33.924279,-118.244534"
978,"34.054356,-118.004333"
979,"34.065178,-118.00005800000001"
980,"34.068699,-117.79865"
981,"34.329817999999996,-118.505826"
982,"34.000838,-118.359068"
983,"34.1611,-118.46961399999999"
984,"34.104391,-118.32247"
985,"33.893173,-118.26698"
986,"34.059697,-118.165223"
987,"33.97181,-117.84642099999999"
988,"34.152002,-118.137518"
989,"34.117596,-117.824013"
990,"34.065456,-117.806257"
991,"34.221703000000005,-118.41021599999999"
992,"34.027452000000004,-118.274482"
993,"33.913038,-118.18012"
994,"34.119821,-117.838627"
995,"34.051088,-118.23800700000001"
996,"34.028442,-118.208734"
997,"34.028991999999995,-118.012844"
998,"34.230767,-118.40946699999999"
999,"34.098064,-118.31438899999999"
1000,"34.122913,-118.073008"
1001,"33.990037,-117.88905700000001"
1002,"34.0368,-118.377555"
1003,"34.070282,-117.864295"
1004,"34.031835,-117.75813799999999"
1005,"34.221614,-118.410054"
1006,"34.169140000000006,-118.09713500000001"
1007,"34.186747,-118.401504"
1008,"34.06087,-118.17090300000001"
1009,"33.966454,-118.08357099999999"
1010,"34.067926,-118.001076"
1011,"34.081848,-117.703775"
1012,"34.029605,-118.229949"
1013,"34.077936,-117.81414699999999"
1014,"34.03601,-118.18698"
1015,"34.088608,-118.475191"
1016,"33.851387,-118.277552"
1017,"34.085685999999995,-118.21636000000001"
1018,"33.994818,-118.176677"
1019,"34.154522,-118.39638400000001"
1020,"34.212106,-118.34855400000001"
1021,"34.155665,-118.445298"
1022,"34.159561,-118.46266899999999"
1023,"33.914164,-118.37055"
1024,"33.971783,-118.378102"
1025,"34.157117,-118.448678"
1026,"34.156233,-118.257944"
1027,"34.045854,-118.45075200000001"
1028,"33.898375,-118.370277"
1029,"34.06469,-118.00246299999999"
1030,"34.072896,-117.78748200000001"
1031,"34.006956,-117.96422700000001"
1032,"34.226684999999996,-118.382217"
1033,"33.945372,-118.36828"
1034,"33.964659999999995,-118.07060200000001"
1035,"34.027695,-118.409499"
1036,"34.025828000000004,-118.24927199999999"
1037,"34.050565,-118.214083"
1038,"34.135566,-117.972252"
1039,"33.92888,-118.292946"
1040,"33.928959000000006,-118.368252"
1041,"33.970546999999996,-118.375208"
1042,"34.23421,-118.28576100000001"
1043,"34.425284000000005,-118.423635"
1044,"34.271089,-118.47219299999999"
1045,"33.941182,-118.096502"
1046,"34.269758,-118.446475"
1047,"34.036111,-118.09285200000001"
1048,"34.033303000000004,-118.12501999999999"
1049,"34.026857,-118.251171"
1050,"34.025476,-118.20571100000001"
1051,"33.917411,-117.980772"
1052,"33.917388,-117.985565"
1053,"33.949067,-118.165075"
1054,"34.140958000000005,-118.70961799999999"
1055,"33.943616,-118.365697"
1056,"34.04445,-118.18584399999999"
1057,"33.968157,-118.268396"
1058,"34.235589000000004,-118.47295700000001"
1059,"34.036747,-118.317745"
1060,"34.071315999999996,-117.75941499999999"
1061,"34.091916999999995,-117.99168799999998"
1062,"34.071883,-117.872309"
1063,"33.859914,-118.29918"
1064,"34.103047,-117.872492"
1065,"33.782624,-118.207516"
1066,"34.099426,-117.87248500000001"
1067,"34.071803,-118.122867"
1068,"33.930871,-118.17889699999999"
1069,"33.901878,-118.28689399999999"
1070,"34.072964,-117.778274"
1071,"33.996487,-118.28068700000001"
1072,"33.821349,-118.28823799999999"
1073,"33.988261,-118.403543"
1074,"34.034375,-118.349962"
1075,"34.061737,-118.192621"
1076,"34.267036,-118.44086200000001"
1077,"34.155733000000005,-118.242274"
1078,"34.071647,-118.108106"
1079,"33.9562,-118.28056799999999"
1080,"33.924469,-118.10426100000001"
1081,"33.938067,-118.09835600000001"
1082,"33.928236,-118.254273"
1083,"33.995740000000005,-118.278675"
1084,"33.944844,-118.09915500000001"
1085,"33.897237,-118.328654"
1086,"33.945467,-118.368526"
1087,"34.274983,-118.49341399999999"
1088,"33.980669,-117.97076100000001"
1089,"33.820115,-118.20701299999999"
1090,"33.917075,-118.19175200000001"
1091,"34.154751,-118.27181100000001"
1092,"34.125145,-118.228108"
1093,"34.165014,-118.474892"
1094,"33.984286,-117.842712"
1095,"33.998075,-118.369534"
1096,"34.433735999999996,-118.385746"
1097,"34.466683,-118.32979399999999"
1098,"33.936134,-118.09478600000001"
1099,"34.159658,-118.46614199999999"
1100,"33.928936,-118.28071200000001"
1101,"34.145531,-118.756128"
1102,"34.121559000000005,-117.69673200000001"
1103,"33.905345000000004,-118.10505"
1104,"34.078362,-117.741556"
1105,"34.081955,-117.71288899999999"
1106,"34.120135999999995,-117.83718300000001"
1107,"34.156768,-118.37919199999999"
1108,"34.153034999999996,-118.376033"
1109,"34.021058000000004,-118.195249"
1110,"34.581439,-118.133858"
1111,"34.557978000000006,-118.132558"
1112,"34.156667999999996,-118.379236"
1113,"34.153313,-118.361557"
1114,"34.377719,-118.49374099999999"
1115,"34.601867,-118.143001"
1116,"34.081917,-117.714882"
1117,"33.846608,-118.20538700000002"
1118,"34.708168,-118.796038"
1119,"34.13344,-117.95379799999999"
1120,"33.803053000000006,-118.08163"
1121,"33.928084999999996,-118.340919"
1122,"34.034602,-118.43727"
1123,"34.023918,-118.18621399999999"
1124,"34.153588,-118.348699"
1125,"33.872873999999996,-118.28694899999999"
1126,"33.8802,-118.284755"
1127,"33.888369,-118.285326"
1128,"33.934028000000005,-118.301001"
1129,"34.297319,-118.473602"
1130,"34.381217,-118.566736"
1131,"33.930855,-118.17870900000001"
1132,"34.338621,-118.50729199999999"
1133,"34.060611,-118.173474"
1134,"34.641286,-118.74925900000001"
1135,"34.344604,-118.50480800000001"
1136,"34.266078,-118.472023"
1137,"34.350275,-118.542019"
1138,"34.135567,-118.000752"
1139,"34.072368,-117.92156299999999"
1140,"33.994042,-117.88869199999999"
1141,"34.13905,-118.364451"
1142,"34.117489,-117.84631999999999"
1143,"34.023244,-118.47366699999999"
1144,"34.108061,-118.33082399999999"
1145,"34.187371,-118.15758600000001"
1146,"34.221578,-118.40984399999999"
1147,"34.201239,-118.403727"
1148,"34.053039,-118.22826699999999"
1149,"33.919278999999996,-118.309009"
1150,"34.072186,-118.090675"
1151,"33.928543,-118.24545"
1152,"34.135366,-118.00498300000001"
1153,"34.128808,-118.346897"
1154,"33.835715,-118.287231"
1155,"34.316342,-118.439921"
1156,"34.776939,-118.170824"
1157,"34.581763,-118.133866"
1158,"34.509333000000005,-118.111938"
1159,"34.540561,-118.12289799999999"
1160,"34.282975,-118.414676"
1161,"34.350257,-118.542829"
1162,"34.23105,-118.266182"
1163,"34.119965,-118.07286299999998"
1164,"34.423091,-118.58339"
1165,"34.104318,-117.82058"
1166,"33.864132,-118.04638700000001"
1167,"33.874111,-118.06140400000001"
1168,"33.675111,-117.839867"
1169,"33.868831,-117.73013200000001"
1170,"33.711328,-117.783358"
1171,"33.696239,-117.936149"
1172,"33.695823,-117.935142"
1173,"33.691016,-117.924226"
1174,"33.773393,-118.039162"
1175,"33.773551,-117.87153400000001"
1176,"33.693252,-117.92899799999999"
1177,"33.778883,-117.875928"
1178,"33.858845,-117.35151499999999"
1179,"33.75298,-117.83178000000001"
1180,"33.853933000000005,-117.906769"
1181,"34.141296999999994,-117.25243400000001"
1182,"33.817578000000005,-117.876478"
1183,"34.081990000000005,-117.698503"
1184,"33.779446,-117.876724"
1185,"33.870795,-117.74021200000001"
1186,"34.018228,-117.52735600000001"
1187,"33.727834,-117.834566"
1188,"33.775303,-117.848253"
1189,"33.846402000000005,-117.875955"
1190,"33.769775,-117.91474099999999"
1191,"33.854073,-117.895625"
1192,"33.868438,-117.72803799999998"
1193,"33.690903999999996,-117.92331999999999"
1194,"33.757726,-117.85876499999999"
1195,"33.854245,-117.89318700000001"
1196,"33.798724,-117.896978"
1197,"33.709115000000004,-117.95868200000001"
1198,"33.86874,-117.706969"
1199,"33.868803,-117.67602600000001"
1200,"33.807209,-117.83202"
1201,"33.717183,-117.968759"
1202,"33.542265,-117.67358300000001"
1203,"33.666275,-117.75253700000002"
1204,"33.853756,-117.906632"
1205,"33.77127,-117.996648"
1206,"33.658751,-117.86946200000001"
1207,"33.791298,-117.879627"
1208,"34.017927,-117.527318"
1209,"33.864461999999996,-117.878046"
1210,"33.85035,-117.876897"
1211,"33.676703,-117.888827"
1212,"33.780289,-118.09013799999998"
1213,"33.742044,-117.837326"
1214,"33.78172,-117.880072"
1215,"33.686415000000004,-117.76582900000001"
1216,"33.586739,-117.61103700000001"
1217,"33.776656,-117.84175800000001"
1218,"33.769402,-117.91541399999998"
1219,"33.766016,-117.93139599999999"
1220,"33.818549,-117.87610900000001"
1221,"33.856455,-117.78562"
1222,"33.66979,-117.82325900000001"
1223,"33.519703,-117.619827"
1224,"33.505426,-117.659429"
1225,"33.444066,-117.63009299999999"
1226,"33.856144,-117.998077"
1227,"33.682765,-117.85678500000002"
1228,"33.791990999999996,-117.831065"
1229,"33.45584,-117.617493"
1230,"33.715583,-117.721727"
1231,"33.861682,-117.98968899999998"
1232,"33.58809,-117.739033"
1233,"33.872814,-117.698982"
1234,"33.671102000000005,-117.753267"
1235,"33.866746,-117.71145800000001"
1236,"33.726601,-117.835045"
1237,"33.706049,-117.95478600000001"
1238,"33.580546999999996,-117.671598"
1239,"33.714026000000004,-117.787458"
1240,"33.698553000000004,-117.86126999999999"
1241,"33.85755,-117.98239699999999"
1242,"33.857713000000004,-117.976161"
1243,"33.785047,-117.83084199999999"
1244,"33.766809,-117.975816"
1245,"33.835658,-117.941753"
1246,"33.602292,-117.686333"
1247,"33.792224,-117.888621"
1248,"33.749462,-118.01072099999999"
1249,"33.751049,-117.845694"
1250,"33.476987,-117.673455"
1251,"33.746008,-118.00683899999999"
1252,"33.582792,-117.76141000000001"
1253,"33.592904,-117.759723"
1254,"33.492148,-117.66163600000002"
1255,"33.814332,-117.87717099999999"
1256,"33.685371999999994,-117.765594"
1257,"33.646853,-117.86108300000001"
1258,"33.585190000000004,-117.67176599999999"
1259,"33.7743,-118.01231999999999"
1260,"33.559072,-117.673123"
1261,"33.700769,-117.94771399999999"
1262,"33.653412,-117.77056699999999"
1263,"33.809475,-117.87936499999999"
1264,"33.855821,-118.01584199999999"
1265,"33.865175,-117.878541"
1266,"33.784756,-117.831193"
1267,"33.856123,-117.98652"
1268,"33.659898,-117.78140900000001"
1269,"33.856144,-117.99870800000001"
1270,"33.705985,-117.779119"
1271,"33.852651,-117.972329"
1272,"33.868601,-118.00241799999999"
1273,"33.415236,-117.603039"
1274,"33.735818,-117.819731"
1275,"33.798612,-118.085066"
1276,"33.730759,-117.98678100000001"
1277,"33.771906,-118.00139399999999"
1278,"33.67678,-117.757098"
1279,"33.621879,-117.71436000000001"
1280,"33.778890999999994,-117.87738999999999"
1281,"33.934138,-117.408061"
1282,"33.880009,-117.605278"
1283,"33.932598,-117.41046499999999"
1284,"33.941918,-117.292635"
1285,"33.972759,-117.332201"
1286,"33.796518,-117.23096899999999"
1287,"34.13627,-117.42570900000001"
1288,"34.057848,-117.80436"
1289,"33.700219,-117.34854299999999"
1290,"34.231775,-117.418945"
1291,"34.030182,-117.683854"
1292,"33.943098,-117.393332"
1293,"34.181234,-116.71504099999999"
1294,"34.236340999999996,-116.82661399999999"
1295,"34.191554,-117.362242"
1296,"34.067414,-117.42796899999999"
1297,"34.136738,-117.56687"
1298,"33.925512,-117.422956"
1299,"33.996442,-117.364877"
1300,"34.207519,-117.11576399999998"
1301,"34.066977,-117.19944"
1302,"34.062012,-117.192628"
1303,"34.061961,-117.19223000000001"
1304,"34.061956,-117.181408"
1305,"33.87963,-117.56093500000001"
1306,"34.063827,-117.19725700000001"
1307,"34.063386,-117.196523"
1308,"33.883556,-117.53580500000001"
1309,"34.145866999999996,-117.311326"
1310,"34.003031,-117.38073600000001"
1311,"33.70705,-117.358048"
1312,"33.99617,-117.36419699999999"
1313,"34.081956,-117.71288999999999"
1314,"34.077616,-117.623545"
1315,"33.876414000000004,-117.545557"
1316,"34.223987,-117.406975"
1317,"33.920333,-117.432028"
1318,"34.257901000000004,-117.201923"
1319,"33.908243,-117.45331200000001"
1320,"34.067669,-117.40769399999999"
1321,"33.844587,-117.278974"
1322,"33.835249,-117.24762199999999"
1323,"34.248290999999995,-116.98933500000001"
1324,"33.83521,-117.24760500000001"
1325,"34.026732,-117.567448"
1326,"34.0304,-117.681564"
1327,"34.067583,-117.566678"
1328,"34.115844,-117.52091000000001"
1329,"34.12773,-117.506599"
1330,"33.943554999999996,-117.392439"
1331,"34.029792,-117.71233400000001"
1332,"34.062087,-117.296709"
1333,"34.067529,-117.557529"
1334,"33.822795,-117.12433"
1335,"34.07203,-117.295717"
1336,"33.909362,-117.278224"
1337,"34.278542,-117.21311100000001"
1338,"34.239415,-116.83251399999999"
1339,"34.087355,-117.64336100000001"
1340,"34.145843,-117.300757"
1341,"34.204432000000004,-117.087621"
1342,"34.186492,-117.43089499999999"
1343,"33.799671000000004,-117.50303899999999"
1344,"34.136691,-117.551562"
1345,"34.136691,-117.544525"
1346,"33.886376,-117.517871"
1347,"34.162267,-117.46438700000002"
1348,"34.081849,-117.703775"
1349,"34.239042,-117.233944"
1350,"33.883697999999995,-117.58223500000001"
1351,"34.092993,-117.472743"
1352,"34.029403,-117.12999199999999"
1353,"33.924454,-117.28851499999999"
1354,"34.29593,-117.45500700000001"
1355,"34.039506,-117.55003899999998"
1356,"33.865866,-117.542"
1357,"33.88556,-117.54969399999999"
1358,"34.136946,-117.32729499999999"
1359,"34.145582,-117.30286299999999"
1360,"34.131336,-117.50253300000001"
1361,"33.742536,-117.437822"
1362,"34.329589,-117.444465"
1363,"34.136461,-117.445085"
1364,"34.134904999999996,-117.34014599999999"
1365,"34.068277,-117.40061499999999"
1366,"34.045381,-117.310832"
1367,"33.884079,-117.405064"
1368,"33.980411,-117.15568300000001"
1369,"33.806740999999995,-117.234606"
1370,"34.001225,-117.350575"
